,ImgPath,Class
27837,data/Furniture_Data\lamps\Contemporary\2058contemporary-table-lamps.jpg,lamps
27838,data/Furniture_Data\lamps\Traditional\9051traditional-lamp-sets.jpg,lamps
27839,data/Furniture_Data\lamps\Traditional\11274traditional-table-lamps.jpg,lamps
27840,data/Furniture_Data\lamps\Transitional\23225transitional-floor-lamps.jpg,lamps
27841,data/Furniture_Data\lamps\Midcentury\20001midcentury-floor-lamps.jpg,lamps
27842,data/Furniture_Data\lamps\Transitional\25019transitional-table-lamps.jpg,lamps
27843,data/Furniture_Data\lamps\Contemporary\2508contemporary-table-lamps.jpg,lamps
27844,data/Furniture_Data\lamps\Beach\24835beach-style-table-lamps.jpg,lamps
27845,data/Furniture_Data\lamps\Industrial\38143industrial-table-lamps.jpg,lamps
27846,data/Furniture_Data\lamps\Craftsman\27088craftsman-table-lamps.jpg,lamps
27847,data/Furniture_Data\lamps\Transitional\25791transitional-table-lamps.jpg,lamps
27848,data/Furniture_Data\lamps\Traditional\12453traditional-desk-lamps.jpg,lamps
27849,data/Furniture_Data\lamps\Contemporary\3858contemporary-floor-lamps.jpg,lamps
27850,data/Furniture_Data\lamps\Eclectic\4414eclectic-table-lamps.jpg,lamps
27851,data/Furniture_Data\lamps\Traditional\9835traditional-piano-lamps.jpg,lamps
27852,data/Furniture_Data\lamps\Contemporary\23131contemporary-table-lamps.jpg,lamps
27853,data/Furniture_Data\lamps\Contemporary\3421contemporary-table-lamps.jpg,lamps
27854,data/Furniture_Data\lamps\Traditional\11290traditional-table-lamps.jpg,lamps
27855,data/Furniture_Data\lamps\Contemporary\593contemporary-lamp-sets.jpg,lamps
27856,data/Furniture_Data\lamps\Traditional\23280traditional-table-lamps.jpg,lamps
27857,data/Furniture_Data\lamps\Traditional\12913traditional-table-lamps.jpg,lamps
27858,data/Furniture_Data\lamps\Modern\7267modern-floor-lamps.jpg,lamps
27859,data/Furniture_Data\lamps\Craftsman\26880craftsman-table-lamps.jpg,lamps
27860,data/Furniture_Data\lamps\Mediterranean\40664mediterranean-table-lamps.jpg,lamps
27861,data/Furniture_Data\lamps\Midcentury\21656midcentury-floor-lamps.jpg,lamps
27862,data/Furniture_Data\lamps\Beach\16331beach-style-lamp-sets.jpg,lamps
27863,data/Furniture_Data\lamps\Traditional\12206traditional-table-lamps.jpg,lamps
27864,data/Furniture_Data\lamps\Transitional\27116transitional-table-lamps.jpg,lamps
27865,data/Furniture_Data\lamps\Craftsman\26611craftsman-table-lamps.jpg,lamps
27866,data/Furniture_Data\lamps\Modern\6439modern-floor-lamps.jpg,lamps
27867,data/Furniture_Data\lamps\Transitional\27123transitional-floor-lamps.jpg,lamps
27868,data/Furniture_Data\lamps\Transitional\25188transitional-table-lamps.jpg,lamps
27869,data/Furniture_Data\lamps\Industrial\39329industrial-pendant-lighting.jpg,lamps
27870,data/Furniture_Data\lamps\Farmhouse\33147farmhouse-table-lamps.jpg,lamps
27871,data/Furniture_Data\lamps\Traditional\12395traditional-table-lamps.jpg,lamps
27872,data/Furniture_Data\lamps\Craftsman\16998craftsman-table-lamps.jpg,lamps
27873,data/Furniture_Data\lamps\Contemporary\3750contemporary-table-lamps.jpg,lamps
27874,data/Furniture_Data\lamps\Transitional\24359transitional-table-lamps.jpg,lamps
27875,data/Furniture_Data\lamps\Beach\23185beach-style-table-lamps.jpg,lamps
27876,data/Furniture_Data\lamps\Contemporary\756contemporary-desk-lamps.jpg,lamps
27877,data/Furniture_Data\lamps\Traditional\11303traditional-table-lamps.jpg,lamps
27878,data/Furniture_Data\lamps\Industrial\37694industrial-kitchen-island-lighting.jpg,lamps
27879,data/Furniture_Data\lamps\Beach\15820beach-style-table-lamps.jpg,lamps
27880,data/Furniture_Data\lamps\Traditional\12746traditional-table-lamps.jpg,lamps
27881,data/Furniture_Data\lamps\Contemporary\2561contemporary-table-lamps.jpg,lamps
27882,data/Furniture_Data\lamps\Industrial\38930industrial-chandeliers.jpg,lamps
27883,data/Furniture_Data\lamps\Contemporary\4107contemporary-table-lamps.jpg,lamps
27884,data/Furniture_Data\lamps\Contemporary\4600contemporary-lamp-sets.jpg,lamps
27885,data/Furniture_Data\lamps\Mediterranean\42662mediterranean-chandeliers.jpg,lamps
27886,data/Furniture_Data\lamps\Traditional\19173traditional-table-lamps.jpg,lamps
27887,data/Furniture_Data\lamps\Traditional\9681traditional-lamp-sets.jpg,lamps
27888,data/Furniture_Data\lamps\Rustic\22348rustic-table-lamps.jpg,lamps
27889,data/Furniture_Data\lamps\Transitional\21710transitional-floor-lamps.jpg,lamps
27890,data/Furniture_Data\lamps\Asian\18677asian-table-lamps.jpg,lamps
27891,data/Furniture_Data\lamps\Contemporary\526contemporary-lamp-sets.jpg,lamps
27892,data/Furniture_Data\lamps\Beach\25688beach-style-pool-table-lights.jpg,lamps
27893,data/Furniture_Data\lamps\Transitional\25106transitional-table-lamps.jpg,lamps
27894,data/Furniture_Data\lamps\Transitional\27108transitional-floor-lamps.jpg,lamps
27895,data/Furniture_Data\lamps\Modern\6055modern-floor-lamps.jpg,lamps
27896,data/Furniture_Data\lamps\Craftsman\27864craftsman-pool-table-lights.jpg,lamps
27897,data/Furniture_Data\lamps\Transitional\25751transitional-table-lamps.jpg,lamps
27898,data/Furniture_Data\lamps\Industrial\18789industrial-floor-lamps.jpg,lamps
27899,data/Furniture_Data\lamps\Transitional\29005transitional-table-lamps.jpg,lamps
27900,data/Furniture_Data\lamps\Beach\23825beach-style-table-lamps.jpg,lamps
27901,data/Furniture_Data\lamps\Contemporary\1633contemporary-table-lamps.jpg,lamps
27902,data/Furniture_Data\lamps\Contemporary\3819contemporary-floor-lamps.jpg,lamps
27903,data/Furniture_Data\lamps\Contemporary\942contemporary-table-lamps.jpg,lamps
27904,data/Furniture_Data\lamps\Transitional\8953transitional-table-lamps.jpg,lamps
27905,data/Furniture_Data\lamps\Modern\6891modern-table-lamps.jpg,lamps
27906,data/Furniture_Data\lamps\Contemporary\363contemporary-desk-lamps.jpg,lamps
27907,data/Furniture_Data\lamps\Beach\24331beach-style-lamp-sets.jpg,lamps
27908,data/Furniture_Data\lamps\Traditional\9837traditional-floor-lamps.jpg,lamps
27909,data/Furniture_Data\lamps\Southwestern\23490southwestern-table-lamps.jpg,lamps
27910,data/Furniture_Data\lamps\Rustic\22447rustic-table-lamps.jpg,lamps
27911,data/Furniture_Data\lamps\Transitional\26191transitional-table-lamps.jpg,lamps
27912,data/Furniture_Data\lamps\Craftsman\26639craftsman-table-lamps.jpg,lamps
27913,data/Furniture_Data\lamps\Transitional\24631transitional-desk-lamps.jpg,lamps
27914,data/Furniture_Data\lamps\Modern\7024modern-floor-lamps.jpg,lamps
27915,data/Furniture_Data\lamps\Midcentury\21167midcentury-table-lamps.jpg,lamps
27916,data/Furniture_Data\lamps\Traditional\13703traditional-table-lamps.jpg,lamps
27917,data/Furniture_Data\lamps\Contemporary\22923contemporary-table-lamps.jpg,lamps
27918,data/Furniture_Data\lamps\Contemporary\2208contemporary-table-lamps.jpg,lamps
27919,data/Furniture_Data\lamps\Farmhouse\31897farmhouse-table-lamps.jpg,lamps
27920,data/Furniture_Data\lamps\Transitional\23909transitional-table-lamps.jpg,lamps
27921,data/Furniture_Data\lamps\Contemporary\3581contemporary-floor-lamps.jpg,lamps
27922,data/Furniture_Data\lamps\Beach\25963beach-style-pendant-lighting.jpg,lamps
27923,data/Furniture_Data\lamps\Contemporary\330contemporary-table-lamps.jpg,lamps
27924,data/Furniture_Data\lamps\Industrial\38656industrial-pendant-lighting.jpg,lamps
27925,data/Furniture_Data\lamps\Contemporary\4567contemporary-floor-lamps.jpg,lamps
27926,data/Furniture_Data\lamps\Rustic\22730rustic-table-lamps.jpg,lamps
27927,data/Furniture_Data\lamps\Tropical\27380tropical-table-lamps.jpg,lamps
27928,data/Furniture_Data\lamps\Traditional\12347traditional-table-lamps.jpg,lamps
27929,data/Furniture_Data\lamps\Modern\7075modern-table-lamps.jpg,lamps
27930,data/Furniture_Data\lamps\Contemporary\5578contemporary-table-lamps.jpg,lamps
27931,data/Furniture_Data\lamps\Industrial\18144industrial-floor-lamps.jpg,lamps
27932,data/Furniture_Data\lamps\Contemporary\2541contemporary-table-lamps.jpg,lamps
27933,data/Furniture_Data\lamps\Contemporary\3317contemporary-floor-lamps.jpg,lamps
27934,data/Furniture_Data\lamps\Modern\12372modern-table-lamps.jpg,lamps
27935,data/Furniture_Data\lamps\Contemporary\143contemporary-table-lamps.jpg,lamps
27936,data/Furniture_Data\lamps\Traditional\12582traditional-piano-lamps.jpg,lamps
27937,data/Furniture_Data\lamps\Craftsman\17216craftsman-floor-lamps.jpg,lamps
27938,data/Furniture_Data\lamps\Traditional\13657traditional-floor-lamps.jpg,lamps
27939,data/Furniture_Data\lamps\Contemporary\3609contemporary-table-lamps.jpg,lamps
27940,data/Furniture_Data\lamps\Craftsman\27711craftsman-pool-table-lights.jpg,lamps
27941,data/Furniture_Data\lamps\Craftsman\27231craftsman-pool-table-lights.jpg,lamps
27942,data/Furniture_Data\lamps\Transitional\25744transitional-table-lamps.jpg,lamps
27943,data/Furniture_Data\lamps\Contemporary\2443contemporary-desk-lamps.jpg,lamps
27944,data/Furniture_Data\lamps\Transitional\25272transitional-table-lamps.jpg,lamps
27945,data/Furniture_Data\lamps\Traditional\10896traditional-table-lamps.jpg,lamps
27946,data/Furniture_Data\lamps\Craftsman\28673craftsman-chandeliers.jpg,lamps
27947,data/Furniture_Data\lamps\Contemporary\5717contemporary-table-lamps.jpg,lamps
27948,data/Furniture_Data\lamps\Traditional\13129traditional-table-lamps.jpg,lamps
27949,data/Furniture_Data\lamps\Transitional\24026transitional-floor-lamps.jpg,lamps
27950,data/Furniture_Data\lamps\Traditional\9042traditional-floor-lamps.jpg,lamps
27951,data/Furniture_Data\lamps\Victorian\28707victorian-table-lamps.jpg,lamps
27952,data/Furniture_Data\lamps\Industrial\38788industrial-kitchen-island-lighting.jpg,lamps
27953,data/Furniture_Data\lamps\Contemporary\648contemporary-lamp-sets.jpg,lamps
27954,data/Furniture_Data\lamps\Traditional\12732traditional-desk-lamps.jpg,lamps
27955,data/Furniture_Data\lamps\Industrial\38856industrial-bathroom-vanity-lighting.jpg,lamps
27956,data/Furniture_Data\lamps\Transitional\25529transitional-table-lamps.jpg,lamps
27957,data/Furniture_Data\lamps\Tropical\27517tropical-table-lamps.jpg,lamps
27958,data/Furniture_Data\lamps\Beach\24289beach-style-table-lamps.jpg,lamps
27959,data/Furniture_Data\lamps\Beach\22812beach-style-table-lamps.jpg,lamps
27960,data/Furniture_Data\lamps\Rustic\22280rustic-table-lamps.jpg,lamps
27961,data/Furniture_Data\lamps\Contemporary\2466contemporary-table-lamps.jpg,lamps
27962,data/Furniture_Data\lamps\Traditional\10168traditional-table-lamps.jpg,lamps
27963,data/Furniture_Data\lamps\Beach\23866beach-style-table-lamps.jpg,lamps
27964,data/Furniture_Data\lamps\Craftsman\27100craftsman-table-lamps.jpg,lamps
27965,data/Furniture_Data\lamps\Modern\6229modern-table-lamps.jpg,lamps
27966,data/Furniture_Data\lamps\Transitional\19569transitional-table-lamps.jpg,lamps
27967,data/Furniture_Data\lamps\Contemporary\548contemporary-desk-lamps.jpg,lamps
27968,data/Furniture_Data\lamps\Industrial\37994industrial-table-lamps.jpg,lamps
27969,data/Furniture_Data\lamps\Traditional\12898traditional-table-lamps.jpg,lamps
27970,data/Furniture_Data\lamps\Modern\6817modern-table-lamps.jpg,lamps
27971,data/Furniture_Data\lamps\Traditional\10764traditional-table-lamps.jpg,lamps
27972,data/Furniture_Data\lamps\Traditional\12198traditional-table-lamps.jpg,lamps
27973,data/Furniture_Data\lamps\Eclectic\7102eclectic-table-lamps.jpg,lamps
27974,data/Furniture_Data\lamps\Modern\22128modern-table-lamps.jpg,lamps
27975,data/Furniture_Data\lamps\Transitional\25868transitional-floor-lamps.jpg,lamps
27976,data/Furniture_Data\lamps\Modern\13366modern-lighting.jpg,lamps
27977,data/Furniture_Data\lamps\Transitional\24006transitional-floor-lamps.jpg,lamps
27978,data/Furniture_Data\lamps\Traditional\11923traditional-table-lamps.jpg,lamps
27979,data/Furniture_Data\lamps\Mediterranean\40430mediterranean-table-lamps.jpg,lamps
27980,data/Furniture_Data\lamps\Traditional\9887traditional-table-lamps.jpg,lamps
27981,data/Furniture_Data\lamps\Contemporary\2075contemporary-table-lamps.jpg,lamps
27982,data/Furniture_Data\lamps\Traditional\11039traditional-table-lamps.jpg,lamps
27983,data/Furniture_Data\lamps\Craftsman\26322craftsman-table-lamps.jpg,lamps
27984,data/Furniture_Data\lamps\Craftsman\26897craftsman-table-lamps.jpg,lamps
27985,data/Furniture_Data\lamps\Transitional\27010transitional-floor-lamps.jpg,lamps
27986,data/Furniture_Data\lamps\Eclectic\4679eclectic-table-lamps.jpg,lamps
27987,data/Furniture_Data\lamps\Traditional\7490traditional-lamp-sets.jpg,lamps
27988,data/Furniture_Data\lamps\Beach\23589beach-style-table-lamps.jpg,lamps
27989,data/Furniture_Data\lamps\Contemporary\775contemporary-desk-lamps.jpg,lamps
27990,data/Furniture_Data\lamps\Industrial\39240industrial-chandeliers.jpg,lamps
27991,data/Furniture_Data\lamps\Rustic\22581rustic-lamp-sets.jpg,lamps
27992,data/Furniture_Data\lamps\Rustic\21988rustic-table-lamps.jpg,lamps
27993,data/Furniture_Data\lamps\Farmhouse\32278farmhouse-lighting.jpg,lamps
27994,data/Furniture_Data\lamps\Contemporary\2971contemporary-table-lamps.jpg,lamps
27995,data/Furniture_Data\lamps\Eclectic\5380eclectic-floor-lamps.jpg,lamps
27996,data/Furniture_Data\lamps\Southwestern\23513southwestern-table-lamps.jpg,lamps
27997,data/Furniture_Data\lamps\Victorian\28869victorian-table-lamps.jpg,lamps
27998,data/Furniture_Data\lamps\Contemporary\1083contemporary-table-lamps.jpg,lamps
27999,data/Furniture_Data\lamps\Industrial\39165industrial-pendant-lighting.jpg,lamps
28000,data/Furniture_Data\lamps\Contemporary\2009contemporary-table-lamps.jpg,lamps
28001,data/Furniture_Data\lamps\Traditional\11650traditional-table-lamps.jpg,lamps
28002,data/Furniture_Data\lamps\Transitional\26994transitional-floor-lamps.jpg,lamps
28003,data/Furniture_Data\lamps\Transitional\8958transitional-table-lamps.jpg,lamps
28004,data/Furniture_Data\lamps\Tropical\14740tropical-table-lamps.jpg,lamps
28005,data/Furniture_Data\lamps\Midcentury\20995midcentury-floor-lamps.jpg,lamps
28006,data/Furniture_Data\lamps\Contemporary\1612contemporary-floor-lamps.jpg,lamps
28007,data/Furniture_Data\lamps\Contemporary\5674contemporary-table-lamps.jpg,lamps
28008,data/Furniture_Data\lamps\Contemporary\2377contemporary-table-lamps.jpg,lamps
28009,data/Furniture_Data\lamps\Midcentury\19379midcentury-floor-lamps.jpg,lamps
28010,data/Furniture_Data\lamps\Modern\6016modern-desk-lamps.jpg,lamps
28011,data/Furniture_Data\lamps\Beach\23996beach-style-table-lamps.jpg,lamps
28012,data/Furniture_Data\lamps\Farmhouse\32422farmhouse-table-lamps.jpg,lamps
28013,data/Furniture_Data\lamps\Traditional\9860traditional-lamps.jpg,lamps
28014,data/Furniture_Data\lamps\Eclectic\4915eclectic-table-lamps.jpg,lamps
28015,data/Furniture_Data\lamps\Industrial\38911industrial-pendant-lighting.jpg,lamps
28016,data/Furniture_Data\lamps\Modern\6062modern-floor-lamps.jpg,lamps
28017,data/Furniture_Data\lamps\Victorian\28301victorian-floor-lamps.jpg,lamps
28018,data/Furniture_Data\lamps\Beach\23788beach-style-table-lamps.jpg,lamps
28019,data/Furniture_Data\lamps\Traditional\13392traditional-table-lamps.jpg,lamps
28020,data/Furniture_Data\lamps\Modern\12134modern-table-lamps.jpg,lamps
28021,data/Furniture_Data\lamps\Traditional\12184traditional-table-lamps.jpg,lamps
28022,data/Furniture_Data\lamps\Traditional\10195traditional-table-lamps.jpg,lamps
28023,data/Furniture_Data\lamps\Transitional\24397transitional-table-lamps.jpg,lamps
28024,data/Furniture_Data\lamps\Midcentury\21312midcentury-floor-lamps.jpg,lamps
28025,data/Furniture_Data\lamps\Eclectic\3926eclectic-table-lamps.jpg,lamps
28026,data/Furniture_Data\lamps\Modern\12606modern-table-lamps.jpg,lamps
28027,data/Furniture_Data\lamps\Traditional\10141traditional-floor-lamps.jpg,lamps
28028,data/Furniture_Data\lamps\Contemporary\2532contemporary-table-lamps.jpg,lamps
28029,data/Furniture_Data\lamps\Contemporary\2486contemporary-table-lamps.jpg,lamps
28030,data/Furniture_Data\lamps\Traditional\10041traditional-table-lamps.jpg,lamps
28031,data/Furniture_Data\lamps\Contemporary\2268contemporary-table-lamps.jpg,lamps
28032,data/Furniture_Data\lamps\Contemporary\21738contemporary-table-lamps.jpg,lamps
28033,data/Furniture_Data\lamps\Beach\22554beach-style-nightstands-and-bedside-tables.jpg,lamps
28034,data/Furniture_Data\lamps\Asian\19000asian-table-lamps.jpg,lamps
28035,data/Furniture_Data\lamps\Modern\5954modern-lamp-sets.jpg,lamps
28036,data/Furniture_Data\lamps\Contemporary\1982contemporary-table-lamps.jpg,lamps
28037,data/Furniture_Data\lamps\Transitional\22997transitional-table-lamps.jpg,lamps
28038,data/Furniture_Data\lamps\Industrial\37366industrial-table-lamps.jpg,lamps
28039,data/Furniture_Data\lamps\Modern\13289modern-lighting.jpg,lamps
28040,data/Furniture_Data\lamps\Transitional\7380transitional-floor-lamps.jpg,lamps
28041,data/Furniture_Data\lamps\Rustic\21966rustic-table-lamps.jpg,lamps
28042,data/Furniture_Data\lamps\Craftsman\27556craftsman-table-lamps.jpg,lamps
28043,data/Furniture_Data\lamps\Traditional\13878traditional-table-lamps.jpg,lamps
28044,data/Furniture_Data\lamps\Scandinavian\23381scandinavian-floor-lamps.jpg,lamps
28045,data/Furniture_Data\lamps\Beach\25749beach-style-table-lamps.jpg,lamps
28046,data/Furniture_Data\lamps\Transitional\19783transitional-desk-lamps.jpg,lamps
28047,data/Furniture_Data\lamps\Rustic\22395rustic-table-lamps.jpg,lamps
28048,data/Furniture_Data\lamps\Traditional\10200traditional-table-lamps.jpg,lamps
28049,data/Furniture_Data\lamps\Mediterranean\40470mediterranean-table-lamps.jpg,lamps
28050,data/Furniture_Data\lamps\Victorian\28017victorian-table-lamps.jpg,lamps
28051,data/Furniture_Data\lamps\Mediterranean\9474mediterranean-lamp-sets.jpg,lamps
28052,data/Furniture_Data\lamps\Contemporary\1479contemporary-floor-lamps.jpg,lamps
28053,data/Furniture_Data\lamps\Contemporary\1398contemporary-lamp-sets.jpg,lamps
28054,data/Furniture_Data\lamps\Contemporary\3737contemporary-table-lamps.jpg,lamps
28055,data/Furniture_Data\lamps\Victorian\27816victorian-table-lamps.jpg,lamps
28056,data/Furniture_Data\lamps\Transitional\26375transitional-floor-lamps.jpg,lamps
28057,data/Furniture_Data\lamps\Beach\25843beach-style-chandeliers.jpg,lamps
28058,data/Furniture_Data\lamps\Modern\6829modern-floor-lamps.jpg,lamps
28059,data/Furniture_Data\lamps\Contemporary\1554contemporary-table-lamps.jpg,lamps
28060,data/Furniture_Data\lamps\Craftsman\16986craftsman-desk-lamps.jpg,lamps
28061,data/Furniture_Data\lamps\Transitional\7600transitional-table-lamps.jpg,lamps
28062,data/Furniture_Data\lamps\Transitional\24847transitional-desk-lamps.jpg,lamps
28063,data/Furniture_Data\lamps\Contemporary\1428contemporary-table-lamps.jpg,lamps
28064,data/Furniture_Data\lamps\Transitional\26323transitional-floor-lamps.jpg,lamps
28065,data/Furniture_Data\lamps\Modern\6782modern-table-lamps.jpg,lamps
28066,data/Furniture_Data\lamps\Contemporary\3964contemporary-table-lamps.jpg,lamps
28067,data/Furniture_Data\lamps\Asian\19653asian-floor-lamps.jpg,lamps
28068,data/Furniture_Data\lamps\Transitional\27117transitional-table-lamps.jpg,lamps
28069,data/Furniture_Data\lamps\Asian\19271asian-vases.jpg,lamps
28070,data/Furniture_Data\lamps\Transitional\26628transitional-floor-lamps.jpg,lamps
28071,data/Furniture_Data\lamps\Contemporary\3879contemporary-table-lamps.jpg,lamps
28072,data/Furniture_Data\lamps\Victorian\28486victorian-table-lamps.jpg,lamps
28073,data/Furniture_Data\lamps\Industrial\38109industrial-table-lamps.jpg,lamps
28074,data/Furniture_Data\lamps\Industrial\7463industrial-desk-lamps.jpg,lamps
28075,data/Furniture_Data\lamps\Transitional\26015transitional-table-lamps.jpg,lamps
28076,data/Furniture_Data\lamps\Industrial\18821industrial-floor-lamps.jpg,lamps
28077,data/Furniture_Data\lamps\Midcentury\20969midcentury-floor-lamps.jpg,lamps
28078,data/Furniture_Data\lamps\Traditional\10986traditional-table-lamps.jpg,lamps
28079,data/Furniture_Data\lamps\Craftsman\26780craftsman-table-lamps.jpg,lamps
28080,data/Furniture_Data\lamps\Victorian\28118victorian-table-lamps.jpg,lamps
28081,data/Furniture_Data\lamps\Beach\24177beach-style-table-lamps.jpg,lamps
28082,data/Furniture_Data\lamps\Transitional\19402transitional-table-lamps.jpg,lamps
28083,data/Furniture_Data\lamps\Contemporary\2282contemporary-floor-lamps.jpg,lamps
28084,data/Furniture_Data\lamps\Rustic\22142rustic-table-lamps.jpg,lamps
28085,data/Furniture_Data\lamps\Contemporary\2212contemporary-table-lamps.jpg,lamps
28086,data/Furniture_Data\lamps\Traditional\10520traditional-table-lamps.jpg,lamps
28087,data/Furniture_Data\lamps\Victorian\28683victorian-floor-lamps.jpg,lamps
28088,data/Furniture_Data\lamps\Beach\25257beach-style-table-lamps.jpg,lamps
28089,data/Furniture_Data\lamps\Farmhouse\31573farmhouse-table-lamps.jpg,lamps
28090,data/Furniture_Data\lamps\Contemporary\4049contemporary-table-lamps.jpg,lamps
28091,data/Furniture_Data\lamps\Contemporary\4606contemporary-table-lamps.jpg,lamps
28092,data/Furniture_Data\lamps\Traditional\7405traditional-floor-lamps.jpg,lamps
28093,data/Furniture_Data\lamps\Asian\18684asian-table-lamps.jpg,lamps
28094,data/Furniture_Data\lamps\Craftsman\26808craftsman-table-lamps.jpg,lamps
28095,data/Furniture_Data\lamps\Traditional\13732traditional-table-lamps.jpg,lamps
28096,data/Furniture_Data\lamps\Contemporary\1484contemporary-table-lamps.jpg,lamps
28097,data/Furniture_Data\lamps\Transitional\25517transitional-table-lamps.jpg,lamps
28098,data/Furniture_Data\lamps\Farmhouse\32015farmhouse-table-lamps.jpg,lamps
28099,data/Furniture_Data\lamps\Beach\25841beach-style-kitchen-island-lighting.jpg,lamps
28100,data/Furniture_Data\lamps\Victorian\28536victorian-table-lamps.jpg,lamps
28101,data/Furniture_Data\lamps\Farmhouse\17585farmhouse-table-lamps.jpg,lamps
28102,data/Furniture_Data\lamps\Rustic\22218rustic-table-lamps.jpg,lamps
28103,data/Furniture_Data\lamps\Victorian\28100victorian-table-lamps.jpg,lamps
28104,data/Furniture_Data\lamps\Midcentury\20339midcentury-table-lamps.jpg,lamps
28105,data/Furniture_Data\lamps\Transitional\23934transitional-floor-lamps.jpg,lamps
28106,data/Furniture_Data\lamps\Traditional\10300traditional-table-lamps.jpg,lamps
28107,data/Furniture_Data\lamps\Victorian\28386victorian-floor-lamps.jpg,lamps
28108,data/Furniture_Data\lamps\Modern\12041modern-table-lamps.jpg,lamps
28109,data/Furniture_Data\lamps\Traditional\13099traditional-lamp-sets.jpg,lamps
28110,data/Furniture_Data\lamps\Modern\5860modern-desk-lamps.jpg,lamps
28111,data/Furniture_Data\lamps\Beach\25089beach-style-table-lamps.jpg,lamps
28112,data/Furniture_Data\lamps\Transitional\24932transitional-table-lamps.jpg,lamps
28113,data/Furniture_Data\lamps\Asian\8106asian-table-lamps.jpg,lamps
28114,data/Furniture_Data\lamps\Midcentury\21121midcentury-table-lamps.jpg,lamps
28115,data/Furniture_Data\lamps\Traditional\9660traditional-lamp-sets.jpg,lamps
28116,data/Furniture_Data\lamps\Contemporary\2642contemporary-lamp-sets.jpg,lamps
28117,data/Furniture_Data\lamps\Beach\23999beach-style-table-lamps.jpg,lamps
28118,data/Furniture_Data\lamps\Rustic\22228rustic-table-lamps.jpg,lamps
28119,data/Furniture_Data\lamps\Transitional\26018transitional-table-lamps.jpg,lamps
28120,data/Furniture_Data\lamps\Farmhouse\33710farmhouse-chandeliers.jpg,lamps
28121,data/Furniture_Data\lamps\Traditional\19231traditional-table-lamps.jpg,lamps
28122,data/Furniture_Data\lamps\Traditional\9515traditional-table-lamps.jpg,lamps
28123,data/Furniture_Data\lamps\Craftsman\26647craftsman-table-lamps.jpg,lamps
28124,data/Furniture_Data\lamps\Midcentury\44971midcentury-table-lamps.jpg,lamps
28125,data/Furniture_Data\lamps\Craftsman\27347craftsman-pool-table-lights.jpg,lamps
28126,data/Furniture_Data\lamps\Eclectic\5139eclectic-table-lamps.jpg,lamps
28127,data/Furniture_Data\lamps\Modern\13199modern-lighting.jpg,lamps
28128,data/Furniture_Data\lamps\Modern\6202modern-desk-lamps.jpg,lamps
28129,data/Furniture_Data\lamps\Contemporary\22829contemporary-table-lamps.jpg,lamps
28130,data/Furniture_Data\lamps\Transitional\24511transitional-table-lamps.jpg,lamps
28131,data/Furniture_Data\lamps\Traditional\10712traditional-table-lamps.jpg,lamps
28132,data/Furniture_Data\lamps\Modern\12849modern-table-lamps.jpg,lamps
28133,data/Furniture_Data\lamps\Modern\6690modern-table-lamps.jpg,lamps
28134,data/Furniture_Data\lamps\Traditional\11544traditional-table-lamps.jpg,lamps
28135,data/Furniture_Data\lamps\Midcentury\21450midcentury-table-lamps.jpg,lamps
28136,data/Furniture_Data\lamps\Transitional\7454transitional-lamp-sets.jpg,lamps
28137,data/Furniture_Data\lamps\Contemporary\43078contemporary-table-lamps.jpg,lamps
28138,data/Furniture_Data\lamps\Contemporary\20208contemporary-table-lamps.jpg,lamps
28139,data/Furniture_Data\lamps\Transitional\25234transitional-table-lamps.jpg,lamps
28140,data/Furniture_Data\lamps\Transitional\8279transitional-table-lamps.jpg,lamps
28141,data/Furniture_Data\lamps\Transitional\27164transitional-table-lamps.jpg,lamps
28142,data/Furniture_Data\lamps\Industrial\38597industrial-pendant-lighting.jpg,lamps
28143,data/Furniture_Data\lamps\Contemporary\2196contemporary-table-lamps.jpg,lamps
28144,data/Furniture_Data\lamps\Eclectic\4649eclectic-table-lamps.jpg,lamps
28145,data/Furniture_Data\lamps\Traditional\13594traditional-table-lamps.jpg,lamps
28146,data/Furniture_Data\lamps\Contemporary\1507contemporary-table-lamps.jpg,lamps
28147,data/Furniture_Data\lamps\Contemporary\3595contemporary-table-lamps.jpg,lamps
28148,data/Furniture_Data\lamps\Traditional\14845traditional-table-lamps.jpg,lamps
28149,data/Furniture_Data\lamps\Transitional\24323transitional-table-lamps.jpg,lamps
28150,data/Furniture_Data\lamps\Contemporary\21782contemporary-floor-lamps.jpg,lamps
28151,data/Furniture_Data\lamps\Contemporary\177contemporary-table-lamps.jpg,lamps
28152,data/Furniture_Data\lamps\Traditional\11127traditional-lamp-sets.jpg,lamps
28153,data/Furniture_Data\lamps\Craftsman\27029craftsman-table-lamps.jpg,lamps
28154,data/Furniture_Data\lamps\Transitional\24827transitional-table-lamps.jpg,lamps
28155,data/Furniture_Data\lamps\Modern\6769modern-table-lamps.jpg,lamps
28156,data/Furniture_Data\lamps\Rustic\8059rustic-table-lamps.jpg,lamps
28157,data/Furniture_Data\lamps\Industrial\18502industrial-table-lamps.jpg,lamps
28158,data/Furniture_Data\lamps\Traditional\9890traditional-floor-lamps.jpg,lamps
28159,data/Furniture_Data\lamps\Transitional\25500transitional-floor-lamps.jpg,lamps
28160,data/Furniture_Data\lamps\Traditional\10583traditional-table-lamps.jpg,lamps
28161,data/Furniture_Data\lamps\Mediterranean\20851mediterranean-table-lamps.jpg,lamps
